宜信普惠信息咨询（北京）有限公司 22/24
招商银行股份有限公司沈阳分行 3/3
深圳市金耀辉科技有限公司 3/3
总立机电工程（苏州）有限公司 1/1
北京联移科技有限公司 0/1
北京韬盛科技发展有限公司 0/3
南京颐养天信息科技有限公司 1/1
厦门鲸牌互连科技有限责任公司 1/1
北京睿和良木管理咨询有限公司 1/1
杭州仁联人力资源有限公司 1/1
盐城市大丰区高鑫投资有限责任公司 1/2
盐城市大丰区兴城投资开发有限公司 1/2
橙心优选（北京）科技发展有限公司 0/67
卫材（中国）药业有限公司 0/3
华润建筑有限公司青岛分公司 1/1
广州市雄生建材有限公司 1/1
大童保险销售服务有限公司四川分公司 0/3
中建电子商务有限责任公司 2/80
北京三河泃阳物流有限公司 18/18
深圳美团优选科技有限公司 0/41
泛海物业管理武汉有限公司 1/1
湖北悦龙苑房地产开发有限公司 1/1
成都阿齐拉教育科技有限公司 1/1
四川聚融鑫建筑工程有限公司 1/1
四川省第六建筑有限公司 1/1
绵阳市安达建设工程有限公司 1/1
成都格雷斯建设工程有限公司 1/1
徐州卧牛山新型防水材料有限公司 1/1
广东蓝盾乐庚信息技术有限公司 1/1
北京乐研科技有限公司 1/1
上海罗氏制药有限公司 0/4
微民保险代理有限公司 0/3
阳光人寿保险股份有限公司广东分公司 0/1
阳光人寿保险股份有限公司吉林分公司 0/1
辽宁新浪网络信息服务有限公司 0/1
阳光人寿保险股份有限公司浙江分公司 0/1
河南松泰保险代理有限公司 0/1
阳光人寿保险股份有限公司江苏分公司 0/1
天安佰盈保险销售有限公司 0/1
泉州荣峰保险代理有限公司 0/1
阳光人寿保险股份有限公司河南分公司 0/1
阳光人寿保险股份有限公司福建分公司 0/1
阳光人寿保险股份有限公司上海分公司 0/1
北京字跳网络技术有限公司 0/78
杭州世联卓群房地产咨询有限公司 0/6
郑州顶津食品有限公司 2/6
深圳市怡亚通供应链股份有限公司 0/21
深圳市顺丰同城物流有限公司 0/45
上海中建东孚投资发展有限公司 0/63
浙江聚合汇付信息科技有限公司 3/3
盐城冰点电子商务有限公司 3/3
长沙阳驰新能源科技有限公司 0/1
上海国际港务（集团）股份有限公司 1/100
诺心食品（上海）有限公司 2/7
阳光财产保险股份有限公司 1/32
平和堂（中国）有限公司 0/1
北京盛宝通达电气工程有限公司 0/1
上海永达路捷汽车销售服务有限公司 1/7
江苏领皓企业服务有限公司 2/3
深圳市空港易行商旅服务有限公司 2/2
深圳雅途航空服务有限公司 2/2
浙江合兴电工有限公司 0/5
湖北速跃达网络科技有限公司 0/2
欧菲斯办公伙伴重庆有限公司 0/14
湖北时代万新国际教育发展有限公司 0/8
广州爱康琶洲门诊部有限公司 0/5
南京移宝网络科技有限责任公司 2/4
广州荣豪五金材料有限公司 0/1
上海蓝酷人力资源有限公司 12/13
广州惠通信息科技有限公司 0/1
上海狄通信息技术有限公司 0/1
北京建磊研实装饰工程有限责任公司 0/1
沈阳惠众人力资源有限公司 12/13
陕西新兴众海建设工程有限公司 1/1
西安嘉禾市政工程有限公司 1/1
西安西仲云法律咨询服务有限公司 1/1
西安普泰克防雷检测有限公司 1/1
西安思而行企业管理咨询有限公司 1/1
陕西亿龙通金属制品有限公司 1/1
陕西海瑞达实业有限公司 1/1
府谷县天华建筑材料有限责任公司 1/1
西安恩瑞丰劳务有限公司 1/1
重庆市隆信行物业管理有限责任公司 0/4
中国移动通信集团有限公司广东分公司 1/4
奥镁贸易（大连）有限公司 1/3
招商银行股份有限公司深圳分行 2/11
中国电信股份有限公司上海分公司 0/30
郑州皓之隆商贸有限公司 1/2
长沙申大科技集团股份有限公司 0/1
深圳市赢时通汽车服务有限公司西安分公司 2/2
深圳市赢时通汽车服务有限公司龙华分公司 2/2
上海熙菱信息技术有限公司 0/3
永银文化发展集团有限公司 0/4
广东南方人力资源服务有限公司 5/13
国泰基金管理有限公司 5/25
同程网络科技股份有限公司 1/26
中国联合网络通信有限公司合肥市分公司 1/6
新海丰物流有限公司 0/17
京东未来数字科技有限公司 0/1
深圳市长亮网金科技有限公司 0/5
深圳市聚信云科技有限公司 2/2
四川动动幺科技有限公司 2/2
广州市煦鑫信息科技有限公司 2/2
深圳蜂迅通信有限公司 2/2
沈阳松阳线材制品有限公司 1/2
上海威怡广告有限公司 2/2
北京三川滔滔文化传播有限公司 2/2
上海新效信息技术有限公司 2/2
沈阳闯行睿聘科技有限公司 11/11
中国建筑装饰集团有限公司 2/8
伦达（天津）供应链有限公司 14/14
光大保德信基金管理有限公司 4/29
郑州中原铁道工程有限责任公司电务分公司 1/2
广州爱康国宾健康检查有限公司 0/6
招商银行股份有限公司信用卡中心 0/87
中国交通进出口有限公司 1/7
中国人民财产保险股份有限公司青岛市分公司 0/7
大连玉海化工有限公司 0/1
江苏上阳金属新材料有限公司 0/1
北京连华永兴科技发展有限公司 0/1
合肥建工集团有限公司长丰分公司 2/2
深圳市帝彩纸业有限公司 0/1
国泓资产管理有限公司 0/1
青州市宏利水务有限公司 0/1
山东省国际信托股份有限公司 1/19
广东锐金电气有限公司 1/2
上海柯甫环境设备工程有限公司 1/2
北京光彩旭日展览展示有限公司 0/1
滔搏投资（上海）有限公司 0/170
北京岩浆互动科技有限公司 0/3
北京紫荆捷控科技有限公司 0/3
大昌行汽车服务（安徽）有限公司 1/2
深圳华润九新药业有限公司 0/31
东莞南玻工程玻璃有限公司 1/4
北京市京发招标有限公司 1/4
北京永越达咨询有限公司 2/2
北京中超汽服科技有限公司 2/2
国开证券股份有限公司 1/2
国药控股山东有限公司 0/3
安布思沛（上海）广告传媒有限公司 1/2
苏州聚速通信息技术有限公司 2/7
海南众合天下科技有限公司 0/4
深圳市远行云商有限公司 2/5
重庆众合共赢科技有限公司 0/5
海安市力源投资有限公司 1/1
苏州东吴足球俱乐部有限公司 1/1
广州安莱信息通信技术有限公司 5/5
第一太平戴维斯物业顾问（广州）有限公司 5/5
聊城爱尔眼科医院有限公司 0/4
西马克工程（中国）有限公司 1/1
上海永达汽车租赁有限公司深圳分公司 1/1
上海永达汽车租赁有限公司成都分公司 1/1
上海永达汽车租赁有限公司广州分公司 1/1
深圳卡纷汽车租赁有限公司上海分公司 1/1
上海车速递汽车租赁有限公司 1/1
郑州银行股份有限公司 0/4
上海建科检验有限公司 1/3
哈药集团三精制药有限公司 1/1
哈尔滨哈东中燃能源热力有限公司 1/1
仲量联行测量师事务所(上海)有限公司 0/1
广州裕亨国际贸易有限公司 0/1
不二家（杭州）食品有限公司 0/1
乾湖之巅餐饮管理（杭州）有限公司上海第一分公司 0/1
杭州未来科技城资产管理有限公司 0/1
遵义吾悦商业管理有限公司 0/1
成都市团利旺企业管理有限公司 0/1
重庆商社(集团)有限公司商业管理分公司 0/1
福建魔力圈圈网络科技有限公司 0/1
杭州有电科技有限公司 0/1
上海神开石油科技有限公司 0/2
惠州三华工业有限公司 0/2
北京环球盈之旅国际旅行社有限公司 2/2
华润置地（成都）物业服务有限公司昆明分公司 0/1
重庆思卓环保工程有限公司 0/1
重庆天拓置业发展有限公司 0/1
深圳市怡化时代科技有限公司 0/1
重庆劲泰企业管理服务有限公司 0/1
华润置地（成都）物业服务有限公司重庆分公司代发户 0/1
郑州市崇骏商贸有限公司 1/1
郑州交投停车服务有限公司 1/1
河南恒宇消防科技有限公司 1/1
中国铁路工会中铁大桥局集团第一工程有限公司委员会 1/1
河南九域龙源电力发展集团有限公司工会委员会 1/1
深圳市邦维装饰工程有限公司 2/2
招商银行股份有限公司北京分行 2/2
苏州新纶超净技术有限公司 2/2
杭州基祥房地产租赁有限公司 0/1
广州市猎门贸易有限公司 0/1
安徽奇点智能新能源汽车有限公司北京分公司 0/2
北京文思海辉金信软件有限公司 0/10
天津云鸟科技有限公司 4/5
苏州聚申百味电子商务有限公司 12/12
电通（上海）投资有限公司 0/1
上海竞道广告有限公司 0/1
上海卓川人力资源有限公司德宏分公司 0/2
滴滴出行（北京）网络平台技术有限公司 0/64
深信服科技股份有限公司 0/73
陕西绝顶人峰网络科技有限公司 0/4
郑州时空隧道商贸有限公司 4/4
融创物业服务集团有限公司 0/16
上海清盛汽车技术有限公司 0/1
陕西万电电气制造有限公司 0/1
北京天科合达半导体股份有限公司 0/1
武汉昊阳科技有限公司 1/4
石家庄甘泉机械设备有限公司 1/1
浙江高强度紧固件有限公司 1/1
大连华帜自动化控制设备有限公司 1/1
大连特东钢材贸易有限公司 1/1
西安伟建微波通讯技术有限责任公司 1/1
大连顶新特钢制品有限公司 1/1
深圳市雄辉中通货运代理有限公司 0/1
国药控股潍坊有限公司 0/1
临沂国健医药有限公司 0/1
国药控股淄博有限公司 0/1
福建顺和供应链管理有限公司 0/41
天津福鑫融资租赁有限公司 0/2
奇点汽车研发中心有限公司 0/2
中国联合网络通信有限公司湖北省分公司 0/2
广州子轩网络科技有限公司 1/7
东莞市安高利新能源设备有限公司 1/1
深圳市富荃机电设备工程有限公司 1/1
南京舒特机电设备有限公司 1/1
佛山市盛享贸易有限公司 1/1
东莞市菱森精密机械制造有限公司 1/1
佛山市兴海铜铝业有限公司 1/1
广东明电电力设备有限公司 1/1
广东富宇建设有限公司 1/1
上海聚杰网络科技有限公司 2/2
杭州向上电子商务有限公司 2/2
南京昌亚智能科技有限公司 2/2
深圳市乐刷商圈科技有限公司 2/2
深圳市华汇设计有限公司 0/1
四川省宏源防水工程有限公司 0/2
安徽冀美节能科技有限公司 1/1
广联达西安科技有限公司 1/1
安徽天佑霖新型材料有限公司 1/1
合肥平硕医疗技术有限公司 1/1
天津市骏鑫和商贸有限公司 1/1
大连明远置业有限公司 1/1
深圳市招科易租设备租赁有限公司 1/1
青岛双城房地产有限公司 0/4
浙江中智经济技术服务有限公司 2/5
四川中天浩会计师事务所有限公司 4/5
深圳市中天元实业有限公司 1/2
微润文化创意（上海）有限公司 0/1
北京天罡广告有限公司 0/1
贵州习酒销售有限责任公司 0/1
深圳海兰云数据中心科技有限公司 0/1
济南易铭天人力资源管理有限公司 0/1
镇江吉诺思美医疗科技有限公司 0/1
上海寺博健身服务有限公司 0/1
哆啦宝（北京）科技有限公司 1/20
深圳市芯崛科技有限公司 0/1
东莞市千颖电子有限公司 0/1
广东海格怡创科技有限公司 0/14
中国铁路武汉局集团有限公司武汉车站 0/2
廊坊顺丰速运有限公司 0/26
联动优势电子商务有限公司 1/6
山东东润仪表科技股份有限公司 0/1
大连高尔科技有限公司 0/1
珠海智锐科技有限公司 0/1
昆山仁焕电子有限公司 0/1
深圳市美亚创新科技有限公司 0/1
上海安偌电子科技有限公司 0/1
领泽电子（上海）有限公司 0/1
西安博奥精密机电有限公司 0/1
佑涅士（上海）电子设备维修有限公司 0/1
北京亿马先锋汽车科技有限公司 0/1
成都电产科技有限公司 0/1
上海慧东电气设备有限公司 0/1
上海友共商贸有限公司 0/1
常州瑞筠电源有限公司 0/1
天津凯发电气股份有限公司 0/1
上海永达申龙汽车销售服务有限公司 0/4
珠海盈米基金销售有限公司基金销售归集户 0/39
青岛保税物流园区捷奥国际仓储有限公司 0/1
深圳海外装饰工程有限公司天津分公司 2/2
开城智慧空间艺术设计（深圳）有限公司 2/2
深圳海外装饰工程有限公司上海分公司 2/2
北京中投睿合建筑装饰工程有限公司 2/2
深圳安建装建筑装饰劳务有限公司 2/2
曲观企业服务外包（上海）有限公司 8/8
太平人寿保险有限公司 0/10
证通股份有限公司 1/2
中国南方航空股份有限公司飞行总队工会委员会 0/5
北京邑峰科技有限公司 0/1
砾石悦动（北京）科技有限公司 0/1
北京众乐家天下科技有限公司 0/1
北京畅行信息技术有限公司 0/1
北京青岳科技有限公司 0/1
陕西智禹威盛医药科技有限公司 0/1
上海艾匠健康科技有限公司 0/1
广州卓源人力资源服务有限公司 0/1
北京华电科能科技有限公司 0/1
广东泰坦智能动力有限公司 0/1
湖州想实电子股份有限公司 0/1
杭州米谟科技有限公司上海分公司 0/1
上海仕网商务咨询有限公司 0/1
壹沓科技（上海）有限公司 0/1
上海云丘网络科技有限公司 0/1
上海翼舶港信息技术有限公司 0/1
天天玩家科技（北京）有限公司 0/1
浙江神雁精准医疗科技有限公司 0/1
北京一十一五科技有限公司 0/1
北京众和飞思教育科技有限公司 0/1
非凡领越体育发展（北京）有限公司 0/1
上海才众餐饮投资管理有限公司 0/1
北京兔玩在线科技有限公司 0/1
北京圣世博泰科技股份有限公司 0/1
企知（北京）认证有限公司 0/1
深圳市汇合发展有限公司 1/9
深圳市天泰网络技术有限公司 1/6
